#                  name    selected         comp(a)    formation_energy    hull_dist(MASTER,atom_frac)        clex()    clex_hull_dist(MASTER,atom_frac)
    SCEL1_1_1_1_0_0_0/0           1      1.00000000          0.00000000                     0.00000000    0.00450133                          0.00000000
    SCEL1_1_1_1_0_0_0/1           1      0.00000000          0.03957646                     0.00000000    0.02861832                          0.00000000
    SCEL2_2_1_1_0_0_1/0           1      0.50000000          -0.01383632                    0.07908783    -0.01057979                         0.07749972
    SCEL2_2_1_1_0_1_1/0           1      0.50000000          -0.03327882                    0.06612617    -0.03274239                         0.06272465
    SCEL3_3_1_1_0_0_2/0           1      0.66666667          -0.06338554                    0.02815750    -0.06640758                         0.02543447
    SCEL3_3_1_1_0_0_2/1           1      0.33333333          0.02390491                     0.07507906    0.02729096                          0.07672832
    SCEL3_3_1_1_0_2_1/0           1      0.66666667          -0.10334154                    0.00418390    -0.10317652                         0.00337311
    SCEL3_3_1_1_0_2_1/1           1      0.33333333          -0.04529576                    0.02317856    -0.04210282                         0.02468299
    SCEL3_3_1_1_0_2_2/0           1      0.66666667          0.01616612                     0.07588850    0.01685446                          0.07539170
    SCEL3_3_1_1_0_2_2/1           1      0.33333333          0.01525024                     0.06858806    0.01210478                          0.06533869
    SCEL4_2_2_1_0_1_0/0           1      0.75000000          -0.08184416                    0.00946186    -0.08352021                         0.00867622
    SCEL4_2_2_1_0_1_0/1           1      0.25000000          0.00283177                     0.04071880    0.00565024                          0.04380461
    SCEL4_2_2_1_1_1_0/0           1      0.75000000          0.04062359                     0.07944343    0.03616437                          0.07706741
    SCEL4_2_2_1_1_1_0/1           1      0.25000000          -0.03132248                    0.01339540    -0.02931652                         0.01583120
    SCEL4_4_1_1_0_0_0/0           1      0.75000000          -0.03514166                    0.03614900    -0.02280411                         0.04337114
    SCEL4_4_1_1_0_0_0/1           1      0.50000000          0.02063093                     0.10206600    0.02015762                          0.09799132
    SCEL4_4_1_1_0_0_0/2           1      0.25000000          0.02262802                     0.05655580    0.02315493                          0.05780836
    SCEL4_4_1_1_0_0_2/0           1      0.75000000          -0.09671416                    0.00096471    -0.09799767                         0.00040339
    SCEL4_4_1_1_0_0_2/1           1      0.50000000          -0.04330832                    0.05943983    -0.04294053                         0.05592589
    SCEL4_4_1_1_0_0_2/2           1      0.25000000          0.01807152                     0.05291060    0.02014975                          0.05540422
    SCEL4_4_1_1_0_0_3/0           1      0.75000000          -0.01988016                    0.04486986    -0.02590543                         0.04159896
    SCEL4_4_1_1_0_0_3/1           1      0.50000000          -0.01958857                    0.07525300    -0.01312613                         0.07580216
    SCEL4_4_1_1_0_0_3/2           1      0.25000000          0.01329377                     0.04908840    0.01158769                          0.04855457
    SCEL4_4_1_1_0_1_0/0           1      0.75000000          -0.05279891                    0.02605914    -0.05450360                         0.02525714
    SCEL4_4_1_1_0_1_0/1           1      0.50000000          -0.02725232                    0.07014383    -0.04008516                         0.05782947
    SCEL4_4_1_1_0_1_0/2           1      0.25000000          0.00992627                     0.04639440    0.01110037                          0.04816472
    SCEL4_4_1_1_0_2_1/0           1      0.75000000          -0.04620766                    0.02982557    -0.04331910                         0.03164829
    SCEL4_4_1_1_0_2_1/1           1      0.50000000          -0.13246807                    0.00000000    -0.12682936                         0.00000000
    SCEL4_4_1_1_0_2_1/2           1      0.25000000          -0.04806673                    0.00000000    -0.04816441                         0.00075289
    SCEL5_1_1_5_0_0_0/0           1      0.80000000          -0.00600593                    0.04578589    -0.01364130                         0.04341224
    SCEL5_1_1_5_0_0_0/1           1      0.60000000          0.00576515                     0.07808825    -0.00103346                         0.07186082
    SCEL5_1_1_5_0_0_0/2           1      0.60000000          -0.00874985                    0.06901638    -0.00569303                         0.06894858
    SCEL5_1_1_5_0_0_0/3           1      0.40000000          -0.00212398                    0.06898825    -0.00299898                         0.06624346
    SCEL5_1_1_5_0_0_0/4           1      0.40000000          0.02927302                     0.09141468    0.03042219                          0.09011573
    SCEL5_1_1_5_0_0_0/5           1      0.20000000          0.02443009                     0.04580682    0.02533181                          0.04907713
    SCEL5_5_1_1_0_0_3/0           1      0.80000000          -0.05791073                    0.01694989    -0.06709904                         0.01371349
    SCEL5_5_1_1_0_0_3/1           1      0.60000000          -0.08757945                    0.01974788    -0.07968559                         0.02270324
    SCEL5_5_1_1_0_0_3/2           1      0.60000000          -0.05363025                    0.04096612    -0.04786165                         0.04259320
    SCEL5_5_1_1_0_0_3/3           1      0.40000000          -0.02531138                    0.05242582    -0.02932784                         0.04743713
    SCEL5_5_1_1_0_0_3/4           1      0.40000000          0.00539222                     0.07435696    -0.00421481                         0.06537501
    SCEL5_5_1_1_0_0_3/5           1      0.20000000          0.03095969                     0.05124815    0.03172895                          0.05440809
    SCEL5_5_1_1_0_0_4/0           1      0.80000000          -0.04938953                    0.02168389    -0.03279653                         0.03277044
    SCEL5_5_1_1_0_0_4/1           1      0.60000000          -0.04730905                    0.04491688    -0.04974685                         0.04141495
    SCEL5_5_1_1_0_0_4/2           1      0.60000000          0.00802395                     0.07950000    0.00011535                          0.07257883
    SCEL5_5_1_1_0_0_4/3           1      0.40000000          0.01721022                     0.08279839    0.01661116                          0.08025071
    SCEL5_5_1_1_0_0_4/4           1      0.40000000          -0.01058398                    0.06294539    -0.01150516                         0.06016762
    SCEL5_5_1_1_0_0_4/5           1      0.20000000          0.02557549                     0.04676132    0.02676438                          0.05027094
    SCEL5_5_1_1_0_1_3/0           1      0.80000000          -0.07895133                    0.00526067    -0.08608737                         0.00316442
    SCEL5_5_1_1_0_1_3/1           1      0.60000000          -0.10494705                    0.00889313    -0.10211235                         0.00868651
    SCEL5_5_1_1_0_1_3/2           1      0.40000000          -0.05736098                    0.02953325    -0.05915786                         0.02612998
    SCEL5_5_1_1_0_1_3/3           1      0.20000000          -0.00083071                    0.02475615    0.00464502                          0.03183815
    SCEL5_5_1_1_0_4_3/0           1      0.80000000          -0.04813633                    0.02238011    -0.04766279                         0.02451141
    SCEL5_5_1_1_0_4_3/1           1      0.60000000          -0.04979265                    0.04336463    -0.05083551                         0.04073454
    SCEL5_5_1_1_0_4_3/2           1      0.60000000          -0.01327965                    0.06618525    -0.01757714                         0.06152102
    SCEL5_5_1_1_0_4_3/3           1      0.40000000          -0.01999398                    0.05622396    -0.02459645                         0.05081670
    SCEL5_5_1_1_0_4_3/4           1      0.40000000          0.00087202                     0.07112825    -0.00508704                         0.06475199
    SCEL5_5_1_1_0_4_3/5           1      0.20000000          -0.00893691                    0.01800098    -0.00411023                         0.02454210
    SCEL6_2_3_1_0_1_0/0           1      0.83333333          -0.04912427                    0.01780455    -0.04790199                         0.02141881
    SCEL6_2_3_1_0_1_0/1           1      0.66666667          -0.07678388                    0.02011850    -0.06905784                         0.02384432
    SCEL6_2_3_1_0_1_0/2           1      0.66666667          -0.06121288                    0.02946110    -0.05777271                         0.03061540
    SCEL6_2_3_1_0_1_0/3           1      0.50000000          -0.03806665                    0.06293428    -0.03870031                         0.05875270
    SCEL6_2_3_1_0_1_0/4           1      0.50000000          -0.01601665                    0.07763428    -0.01465961                         0.07477983
    SCEL6_2_3_1_0_1_0/5           1      0.33333333          0.01214624                     0.06626006    0.00637493                          0.06104130
    SCEL6_2_3_1_0_1_0/6           1      0.33333333          0.01073974                     0.06520519    0.00910104                          0.06308588
